market_slug,outcome,total_snapshots,B5%_S5%_P0%,B5%_S5%_P5%,B5%_S5%_P10%,B5%_S5%_P20%,B5%_S5%_P50%,B5%_S5%_P75%,B5%_S5%_P100%,B5%_S10%_P0%,B5%_S10%_P5%,B5%_S10%_P10%,B5%_S10%_P20%,B5%_S10%_P50%,B5%_S10%_P75%,B5%_S10%_P100%,B7%_S5%_P0%,B7%_S5%_P5%,B7%_S5%_P10%,B7%_S5%_P20%,B7%_S5%_P50%,B7%_S5%_P75%,B7%_S5%_P100%,B7%_S10%_P0%,B7%_S10%_P5%,B7%_S10%_P10%,B7%_S10%_P20%,B7%_S10%_P50%,B7%_S10%_P75%,B7%_S10%_P100%,B10%_S5%_P0%,B10%_S5%_P5%,B10%_S5%_P10%,B10%_S5%_P20%,B10%_S5%_P50%,B10%_S5%_P75%,B10%_S5%_P100%,B10%_S10%_P0%,B10%_S10%_P5%,B10%_S10%_P10%,B10%_S10%_P20%,B10%_S10%_P50%,B10%_S10%_P75%,B10%_S10%_P100%,B5%_S5%_P150>75%,B5%_S10%_P150>75%,B7%_S5%_P150>75%,B7%_S10%_P150>75%,B10%_S5%_P150>75%,B10%_S10%_P150>75%,B5%_S5%_P100>50%,B5%_S10%_P100>50%,B7%_S5%_P100>50%,B7%_S10%_P100>50%,B10%_S5%_P100>50%,B10%_S10%_P100>50%,B5%_S5%_P100>20%,B5%_S10%_P100>20%,B7%_S5%_P100>20%,B7%_S10%_P100>20%,B10%_S5%_P100>20%,B10%_S10%_P100>20%,B5%_S5%_P75>20%,B5%_S10%_P75>20%,B7%_S5%_P75>20%,B7%_S10%_P75>20%,B10%_S5%_P75>20%,B10%_S10%_P75>20%,B5%_S5%_P50>10%,B5%_S10%_P50>10%,B7%_S5%_P50>10%,B7%_S10%_P50>10%,B10%_S5%_P50>10%,B10%_S10%_P50>10%,B5%_HoldToEnd,B7%_HoldToEnd,B10%_HoldToEnd
btc-updown-15m-1765191600,UP,5341,76.6% (6 trades),102.8% (5 trades),108.9% (5 trades),158.0% (5 trades),141.7% (2 trades),141.7% (2 trades),118.2% (1 trades),84.4% (5 trades),125.4% (4 trades),125.4% (4 trades),125.4% (4 trades),118.2% (1 trades),118.2% (1 trades),118.2% (1 trades),70.0% (5 trades),96.2% (4 trades),102.5% (4 trades),115.0% (4 trades),93.8% (1 trades),93.8% (1 trades),100.0% (1 trades),91.6% (5 trades),117.9% (4 trades),136.7% (4 trades),136.7% (4 trades),125.0% (1 trades),125.0% (1 trades),125.0% (1 trades),72.2% (5 trades),99.4% (4 trades),109.1% (4 trades),115.5% (4 trades),136.8% (2 trades),100.0% (1 trades),100.0% (1 trades),97.2% (5 trades),121.6% (4 trades),144.2% (4 trades),144.2% (4 trades),136.8% (2 trades),132.3% (1 trades),132.3% (1 trades),141.7% (2 trades),118.2% (1 trades),93.8% (1 trades),125.0% (1 trades),100.0% (1 trades),132.3% (1 trades),141.7% (2 trades),118.2% (1 trades),93.8% (1 trades),125.0% (1 trades),136.8% (2 trades),136.8% (2 trades),158.0% (5 trades),125.4% (4 trades),115.0% (4 trades),136.7% (4 trades),115.5% (4 trades),144.2% (4 trades),158.0% (5 trades),125.4% (4 trades),115.0% (4 trades),136.7% (4 trades),115.5% (4 trades),144.2% (4 trades),108.9% (5 trades),125.4% (4 trades),102.5% (4 trades),136.7% (4 trades),109.1% (4 trades),144.2% (4 trades),203.0% (1 trades),212.5% (1 trades),222.6% (1 trades)
btc-updown-15m-1765192500,DOWN,4476,88.9% (7 trades),80.9% (5 trades),80.9% (5 trades),43.3% (2 trades),50.9% (1 trades),77.4% (1 trades),88.7% (1 trades),104.8% (4 trades),110.5% (4 trades),74.5% (2 trades),87.7% (2 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),52.2% (3 trades),52.2% (3 trades),56.3% (3 trades),51.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),90.9% (3 trades),90.9% (3 trades),95.0% (3 trades),89.9% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),30.7% (2 trades),30.7% (2 trades),34.8% (2 trades),53.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),70.1% (2 trades),70.1% (2 trades),74.1% (2 trades),92.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),77.4% (1 trades),88.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),50.9% (1 trades),88.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),43.3% (2 trades),87.7% (2 trades),51.2% (2 trades),89.9% (2 trades),53.2% (2 trades),92.5% (2 trades),43.3% (2 trades),87.7% (2 trades),51.2% (2 trades),89.9% (2 trades),53.2% (2 trades),92.5% (2 trades),33.9% (2 trades),74.5% (2 trades),51.2% (2 trades),89.9% (2 trades),53.2% (2 trades),92.5% (2 trades),88.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765193400,DOWN,4476,63.4% (4 trades),71.1% (4 trades),75.0% (4 trades),128.7% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),47.1% (2 trades),54.8% (2 trades),58.6% (2 trades),70.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),65.4% (3 trades),73.1% (3 trades),76.9% (3 trades),111.5% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),101.0% (3 trades),108.7% (3 trades),112.5% (3 trades),124.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),50.0% (2 trades),57.7% (2 trades),61.5% (2 trades),73.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),62.5% (2 trades),70.2% (2 trades),74.0% (2 trades),85.6% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),128.7% (4 trades),70.1% (2 trades),111.5% (3 trades),124.0% (3 trades),73.1% (2 trades),85.6% (2 trades),128.7% (4 trades),70.1% (2 trades),111.5% (3 trades),124.0% (3 trades),73.1% (2 trades),85.6% (2 trades),75.0% (4 trades),58.6% (2 trades),76.9% (3 trades),112.5% (3 trades),61.5% (2 trades),74.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765194300,UP,4477,-33.9% (8 trades),-68.4% (3 trades),-68.4% (3 trades),-78.8% (2 trades),-39.4% (2 trades),-21.2% (2 trades),-100.0% (1 trades),-51.5% (2 trades),-51.5% (2 trades),-51.5% (2 trades),-51.5% (2 trades),-45.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),51.8% (7 trades),-68.4% (3 trades),-68.4% (3 trades),-78.8% (2 trades),-39.4% (2 trades),-21.2% (2 trades),-100.0% (1 trades),-51.5% (2 trades),-51.5% (2 trades),-51.5% (2 trades),-51.5% (2 trades),-45.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),18.2% (2 trades),29.3% (2 trades),29.3% (2 trades),54.5% (2 trades),127.3% (2 trades),-21.2% (2 trades),-100.0% (1 trades),48.5% (2 trades),59.6% (2 trades),59.6% (2 trades),81.8% (2 trades),121.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-45.5% (2 trades),-100.0% (1 trades),121.2% (2 trades),-100.0% (1 trades),121.2% (2 trades),-100.0% (1 trades),-51.5% (2 trades),-51.5% (2 trades),81.8% (2 trades),81.8% (2 trades),81.8% (2 trades),81.8% (2 trades),-21.2% (2 trades),-51.5% (2 trades),-21.2% (2 trades),81.8% (2 trades),112.1% (2 trades),81.8% (2 trades),-39.4% (2 trades),-45.5% (2 trades),-39.4% (2 trades),-45.5% (2 trades),71.7% (2 trades),65.7% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765195200,DOWN,4477,-37.5% (8 trades),-25.7% (7 trades),-40.4% (5 trades),-79.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-19.0% (8 trades),-8.0% (7 trades),-22.6% (5 trades),-79.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-33.4% (8 trades),-17.6% (7 trades),-32.2% (5 trades),-14.2% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-11.3% (8 trades),0.4% (7 trades),-14.2% (5 trades),-14.2% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),3.8% (7 trades),-15.3% (6 trades),-10.5% (6 trades),-13.2% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),51.3% (7 trades),3.7% (6 trades),8.5% (6 trades),-5.8% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765196100,UP,4453,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765197000,DOWN,4477,153.1% (9 trades),164.2% (9 trades),164.2% (9 trades),-75.0% (2 trades),201.3% (4 trades),127.6% (2 trades),277.6% (3 trades),151.5% (4 trades),151.5% (4 trades),151.5% (4 trades),-72.2% (2 trades),131.8% (2 trades),177.8% (1 trades),177.8% (1 trades),62.1% (4 trades),73.2% (4 trades),73.2% (4 trades),-75.0% (2 trades),105.6% (2 trades),169.4% (2 trades),230.6% (2 trades),69.7% (4 trades),80.8% (4 trades),80.8% (4 trades),-72.2% (2 trades),105.6% (2 trades),177.8% (1 trades),177.8% (1 trades),45.0% (3 trades),56.1% (3 trades),56.1% (3 trades),-75.0% (2 trades),105.6% (2 trades),169.4% (2 trades),230.6% (2 trades),47.8% (3 trades),58.9% (3 trades),58.9% (3 trades),-72.2% (2 trades),105.6% (2 trades),177.8% (1 trades),177.8% (1 trades),267.1% (3 trades),177.8% (1 trades),222.2% (2 trades),177.8% (1 trades),222.2% (2 trades),177.8% (1 trades),230.9% (3 trades),177.8% (1 trades),186.1% (2 trades),177.8% (1 trades),186.1% (2 trades),177.8% (1 trades),226.6% (5 trades),177.8% (1 trades),152.8% (2 trades),177.8% (1 trades),152.8% (2 trades),177.8% (1 trades),200.1% (6 trades),177.8% (1 trades),102.8% (2 trades),177.8% (1 trades),102.8% (2 trades),177.8% (1 trades),162.8% (6 trades),131.8% (2 trades),61.1% (2 trades),61.1% (2 trades),61.1% (2 trades),61.1% (2 trades),177.8% (1 trades),177.8% (1 trades),177.8% (1 trades)
btc-updown-15m-1765197900,UP,4473,-67.7% (5 trades),-75.0% (3 trades),-70.8% (3 trades),-79.2% (2 trades),-45.8% (2 trades),-20.8% (2 trades),4.2% (2 trades),-62.4% (5 trades),-75.0% (3 trades),-70.8% (3 trades),-79.2% (2 trades),-20.8% (2 trades),-20.8% (2 trades),4.2% (2 trades),-67.7% (5 trades),-75.0% (3 trades),-70.8% (3 trades),-79.2% (2 trades),-45.8% (2 trades),-20.8% (2 trades),4.2% (2 trades),-62.4% (5 trades),-75.0% (3 trades),-70.8% (3 trades),-79.2% (2 trades),-20.8% (2 trades),-20.8% (2 trades),4.2% (2 trades),-58.6% (5 trades),-53.2% (4 trades),-48.6% (4 trades),-77.3% (2 trades),-50.0% (2 trades),-4.5% (2 trades),22.7% (2 trades),-53.3% (5 trades),-47.9% (4 trades),-43.4% (4 trades),-77.3% (2 trades),-50.0% (2 trades),-4.5% (2 trades),22.7% (2 trades),-20.8% (2 trades),-20.8% (2 trades),-20.8% (2 trades),-20.8% (2 trades),-4.5% (2 trades),-4.5% (2 trades),-45.8% (2 trades),-20.8% (2 trades),-45.8% (2 trades),-20.8% (2 trades),-50.0% (2 trades),-50.0% (2 trades),-79.2% (2 trades),-79.2% (2 trades),-79.2% (2 trades),-79.2% (2 trades),-77.3% (2 trades),-77.3% (2 trades),-79.2% (2 trades),-79.2% (2 trades),-79.2% (2 trades),-79.2% (2 trades),-77.3% (2 trades),-77.3% (2 trades),-70.8% (3 trades),-70.8% (3 trades),-70.8% (3 trades),-70.8% (3 trades),-48.6% (4 trades),-43.4% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765198800,UP,4476,69.8% (10 trades),81.3% (10 trades),85.2% (10 trades),145.2% (10 trades),70.0% (4 trades),63.1% (3 trades),140.0% (3 trades),84.3% (9 trades),84.3% (9 trades),84.3% (9 trades),94.5% (8 trades),38.4% (3 trades),-18.7% (2 trades),140.0% (3 trades),23.7% (7 trades),35.2% (7 trades),39.1% (7 trades),72.6% (7 trades),122.7% (5 trades),-23.5% (2 trades),96.1% (1 trades),70.3% (7 trades),70.3% (7 trades),70.3% (7 trades),52.9% (5 trades),87.7% (4 trades),126.3% (3 trades),96.1% (1 trades),9.3% (4 trades),9.3% (4 trades),9.3% (4 trades),9.3% (4 trades),67.2% (4 trades),-18.2% (2 trades),0.0% (2 trades),32.7% (4 trades),32.7% (4 trades),32.7% (4 trades),32.7% (4 trades),76.3% (4 trades),-18.2% (2 trades),0.0% (2 trades),63.1% (3 trades),-18.7% (2 trades),-23.5% (2 trades),126.3% (3 trades),-18.2% (2 trades),-18.2% (2 trades),70.0% (4 trades),38.4% (3 trades),122.7% (5 trades),87.7% (4 trades),67.2% (4 trades),76.3% (4 trades),76.4% (7 trades),47.5% (6 trades),27.5% (5 trades),52.9% (5 trades),9.3% (4 trades),32.7% (4 trades),76.4% (7 trades),47.5% (6 trades),27.5% (5 trades),52.9% (5 trades),9.3% (4 trades),32.7% (4 trades),50.4% (7 trades),37.5% (6 trades),9.7% (5 trades),35.0% (5 trades),9.3% (4 trades),32.7% (4 trades),108.3% (1 trades),96.1% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765199700,DOWN,4448,-100.0% (2 trades),-93.2% (2 trades),-88.6% (2 trades),125.0% (4 trades),162.9% (3 trades),206.6% (3 trades),127.3% (1 trades),-100.0% (2 trades),-93.2% (2 trades),-88.6% (2 trades),158.9% (3 trades),181.1% (3 trades),214.5% (3 trades),127.3% (1 trades),55.6% (3 trades),62.4% (3 trades),66.9% (3 trades),83.8% (3 trades),148.0% (3 trades),191.7% (3 trades),127.3% (1 trades),66.7% (3 trades),73.5% (3 trades),78.0% (3 trades),143.9% (3 trades),166.2% (3 trades),199.5% (3 trades),127.3% (1 trades),70.5% (3 trades),77.3% (3 trades),81.9% (3 trades),98.8% (3 trades),162.9% (3 trades),206.6% (3 trades),127.3% (1 trades),81.6% (3 trades),88.4% (3 trades),93.0% (3 trades),158.9% (3 trades),181.1% (3 trades),214.5% (3 trades),127.3% (1 trades),144.8% (2 trades),127.3% (1 trades),129.8% (2 trades),127.3% (1 trades),144.8% (2 trades),127.3% (1 trades),144.8% (2 trades),127.3% (1 trades),129.8% (2 trades),127.3% (1 trades),144.8% (2 trades),127.3% (1 trades),144.8% (2 trades),100.8% (2 trades),129.8% (2 trades),100.8% (2 trades),144.8% (2 trades),100.8% (2 trades),206.6% (3 trades),214.5% (3 trades),191.7% (3 trades),199.5% (3 trades),206.6% (3 trades),214.5% (3 trades),162.9% (3 trades),181.1% (3 trades),148.0% (3 trades),166.2% (3 trades),162.9% (3 trades),181.1% (3 trades),127.3% (1 trades),127.3% (1 trades),127.3% (1 trades)
btc-updown-15m-1765200600,DOWN,4450,85.0% (3 trades),85.0% (3 trades),94.5% (3 trades),99.3% (3 trades),109.0% (2 trades),112.8% (1 trades),112.8% (1 trades),90.3% (3 trades),-85.1% (2 trades),-85.1% (2 trades),112.8% (1 trades),112.8% (1 trades),112.8% (1 trades),112.8% (1 trades),-68.4% (5 trades),90.3% (3 trades),99.8% (3 trades),100.0% (2 trades),117.6% (2 trades),96.1% (1 trades),96.1% (1 trades),84.5% (3 trades),-94.1% (2 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),-92.0% (3 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),112.8% (1 trades),112.8% (1 trades),96.1% (1 trades),96.1% (1 trades),66.7% (1 trades),66.7% (1 trades),112.8% (1 trades),112.8% (1 trades),96.1% (1 trades),96.1% (1 trades),66.7% (1 trades),66.7% (1 trades),-72.3% (2 trades),112.8% (1 trades),96.1% (1 trades),96.1% (1 trades),66.7% (1 trades),66.7% (1 trades),-72.3% (2 trades),112.8% (1 trades),96.1% (1 trades),96.1% (1 trades),66.7% (1 trades),66.7% (1 trades),109.0% (2 trades),-85.1% (2 trades),117.6% (2 trades),96.1% (1 trades),66.7% (1 trades),66.7% (1 trades),112.8% (1 trades),96.1% (1 trades),66.7% (1 trades)
btc-updown-15m-1765201500,DOWN,4474,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),90.6% (2 trades),90.6% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),90.6% (2 trades),90.6% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades),69.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),69.5% (1 trades)
btc-updown-15m-1765202400,UP,4469,48.2% (4 trades),54.5% (4 trades),87.4% (4 trades),92.7% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),27.1% (3 trades),39.1% (3 trades),45.4% (3 trades),92.7% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),61.8% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),8.6% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765203300,DOWN,4451,110.5% (5 trades),110.5% (5 trades),110.5% (5 trades),121.2% (4 trades),150.4% (3 trades),90.0% (2 trades),92.3% (1 trades),96.2% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),100.2% (4 trades),100.2% (4 trades),100.2% (4 trades),100.2% (4 trades),66.1% (2 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),63.9% (1 trades),109.3% (3 trades),109.3% (3 trades),109.3% (3 trades),109.3% (3 trades),140.0% (3 trades),105.4% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),90.0% (2 trades),92.3% (1 trades),63.9% (1 trades),63.9% (1 trades),105.4% (2 trades),92.3% (1 trades),150.4% (3 trades),92.3% (1 trades),66.1% (2 trades),63.9% (1 trades),140.0% (3 trades),92.3% (1 trades),121.2% (4 trades),92.3% (1 trades),100.2% (4 trades),63.9% (1 trades),109.3% (3 trades),92.3% (1 trades),121.2% (4 trades),92.3% (1 trades),100.2% (4 trades),63.9% (1 trades),109.3% (3 trades),92.3% (1 trades),121.2% (4 trades),92.3% (1 trades),100.2% (4 trades),63.9% (1 trades),109.3% (3 trades),92.3% (1 trades),92.3% (1 trades),63.9% (1 trades),92.3% (1 trades)
btc-updown-15m-1765204200,UP,4477,-52.2% (3 trades),-55.3% (2 trades),-55.3% (2 trades),-55.3% (2 trades),-48.9% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-48.9% (2 trades),-48.9% (2 trades),-48.9% (2 trades),-48.9% (2 trades),-48.9% (2 trades),-100.0% (1 trades),-100.0% (1 trades),47.8% (2 trades),-52.2% (2 trades),-52.2% (2 trades),-52.2% (2 trades),-47.8% (2 trades),-100.0% (1 trades),-100.0% (1 trades),54.3% (2 trades),-45.7% (2 trades),-45.7% (2 trades),-45.7% (2 trades),-45.7% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-88.5% (2 trades),-88.5% (2 trades),-88.5% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-83.6% (2 trades),-83.6% (2 trades),-83.6% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),27.7% (1 trades),27.7% (1 trades),21.7% (1 trades),21.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades),27.7% (1 trades),27.7% (1 trades),21.7% (1 trades),21.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-48.9% (2 trades),-48.9% (2 trades),-47.8% (2 trades),-45.7% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765205100,DOWN,4479,91.5% (5 trades),76.0% (2 trades),76.0% (2 trades),76.0% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),-100.0% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),91.6% (5 trades),76.0% (2 trades),76.0% (2 trades),76.0% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),-100.0% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),78.8% (4 trades),79.5% (2 trades),79.5% (2 trades),79.5% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),-100.0% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades)
